id,text,language,indicator,present
76,I keep feeling that I feel exhausted even after resting and I am struggling to cope.,en,FATIGUE,1
77,I feel that I prefer to stay alone most of the time and this is affecting my daily routine.,en,SOCIAL_WITHDRAWAL,1
78,"At the moment, My appetite has changed a lot recently",en,APPETITE_CHANGES,1
79,"Lately, I believe everything is my fault and I am struggling to cope.",en,EXCESSIVE_GUILT,1
80,I have noticed that I don't have the energy or motivation to begin tasks and it has become difficult to manage.,en,LOW_MOTIVATION,1
81,"For the past few days, I feel guilty about what happened",en,EXCESSIVE_GUILT,1
82,"At the moment, I have very little energy these days.",en,FATIGUE,1
83,"For the past few days, I often forget to eat because I have no appetite and it has been getting worse.",en,APPETITE_CHANGES,1
84,"At the moment, The sadness has continued for weeks and it has become difficult to manage.",en,PERSISTENT_SADNESS,1
85,I cannot motivate myself to get things done,en,LOW_MOTIVATION,1
86,"At the moment, I rarely feel rested after sleeping lately.",en,SLEEP_PROBLEMS,1
87,I keep feeling that I don't see any hope for my future and I don't know how to deal with it.,en,HOPELESSNESS,1
88,"Lately, I don't feel that I have any value and this is affecting my daily routine.",en,WORTHLESSNESS,1
89,I keep blaming myself for everything and it has been getting worse.,en,EXCESSIVE_GUILT,1
90,I keep feeling that I rarely feel rested after sleeping lately.,en,SLEEP_PROBLEMS,1
91,I keep feeling that I have lost the motivation to study lately.,en,LOW_MOTIVATION,1
92,I keep feeling that I have stopped attending social gatherings and I find it difficult to change.,en,SOCIAL_WITHDRAWAL,1
93,"Lately, I don't want to spend time with other people lately.",en,SOCIAL_WITHDRAWAL,1
94,"At the moment, I have no motivation to do anything and I don't know how to deal with it.",en,LOW_MOTIVATION,1
95,I have been distancing myself from everyone and this is affecting my daily routine.,en,SOCIAL_WITHDRAWAL,1
96,I have noticed that I feel there is no way out of my situation and it has become difficult to manage.,en,HOPELESSNESS,1
97,"Right now, The guilt is becoming difficult to handle and it has become difficult to manage.",en,EXCESSIVE_GUILT,1
98,"Recently, My eating pattern has changed since the incident and it has been getting worse.",en,APPETITE_CHANGES,1
99,I have noticed that I don't think I am good enough and it has been getting worse.,en,WORTHLESSNESS,1
100,"For the past few days, My eating pattern has changed since the incident and it has been getting worse.",en,APPETITE_CHANGES,1
101,I cannot focus even on simple tasks and I find it difficult to change.,en,DIFFICULTY_CONCENTRATING,1
102,I keep feeling that I have been struggling to maintain normal sleep and it has been getting worse.,en,SLEEP_PROBLEMS,1
103,"Right now, I have lost interest in spending time with others and I don't know how to deal with it.",en,LOSS_OF_INTEREST,1
104,I have noticed that I don't feel like communicating with anyone these days.,en,SOCIAL_WITHDRAWAL,1
105,"At the moment, I have trouble concentrating throughout the day and I find it difficult to change.",en,DIFFICULTY_CONCENTRATING,1
106,"For the past few days, I don't want to spend time with other people",en,SOCIAL_WITHDRAWAL,1
107,I keep feeling that I find it difficult to focus on anything and it has been getting worse.,en,DIFFICULTY_CONCENTRATING,1
108,"For the past few days, I believe everything is my fault and it has been getting worse.",en,EXCESSIVE_GUILT,1
109,I feel that I keep losing my train of thought and it has become difficult to manage.,en,DIFFICULTY_CONCENTRATING,1
110,"These days, The sadness has continued for weeks and it has been getting worse.",en,PERSISTENT_SADNESS,1
111,"For the past few days, Food does not interest me like it used to these days.",en,APPETITE_CHANGES,1
112,I believe everything is my fault these days.,en,EXCESSIVE_GUILT,1
113,"At the moment, Activities that once made me happy feel meaningless and it is affecting my daily life.",en,LOSS_OF_INTEREST,1
114,"At the moment, I don't have the energy or motivation to begin tasks",en,LOW_MOTIVATION,1
115,"Right now, I have been feeling deeply sad for a long time and it is affecting my daily life.",en,PERSISTENT_SADNESS,1
116,"At the moment, I am having difficulty maintaining a normal eating pattern and this is affecting my daily routine.",en,APPETITE_CHANGES,1
117,"At the moment, My sleep is disturbed almost every night",en,SLEEP_PROBLEMS,1
118,I feel that I keep feeling sad without relief and I find it difficult to change.,en,PERSISTENT_SADNESS,1
119,"At the moment, I feel emotionally low every day and it has been getting worse.",en,PERSISTENT_SADNESS,1
120,"Lately, I feel tired all the time and it has become difficult to manage.",en,FATIGUE,1
121,"At the moment, I don't feel like eating anymore and it has been getting worse.",en,APPETITE_CHANGES,1
122,"These days, I keep losing my train of thought these days.",en,DIFFICULTY_CONCENTRATING,1
123,"Recently, I feel useless most of the time and I don't know how to deal with it.",en,WORTHLESSNESS,1
124,"Lately, Even important things feel difficult to start",en,LOW_MOTIVATION,1
125,I keep feeling that I feel guilty about what happened and this is affecting my daily routine.,en,EXCESSIVE_GUILT,1
126,"Lately, I rarely feel rested after sleeping these days.",en,SLEEP_PROBLEMS,1
127,"These days, I am sleeping much less than usual and it has become difficult to manage.",en,SLEEP_PROBLEMS,1
128,"Recently, I struggle to get through the day because of exhaustion and it has become difficult to manage.",en,FATIGUE,1
129,I have noticed that I wake up feeling tired and this is affecting my daily routine.,en,FATIGUE,1
130,I find it difficult to focus on anything and this is affecting my daily routine.,en,DIFFICULTY_CONCENTRATING,1
131,I keep feeling that I keep putting everything off because I have no motivation and I don't know how to deal with it.,en,LOW_MOTIVATION,1
132,"For the past few days, I don't feel like eating anymore and I find it difficult to change.",en,APPETITE_CHANGES,1
133,"At the moment, I have been struggling to maintain normal sleep and it has become difficult to manage.",en,SLEEP_PROBLEMS,1
134,I feel like things will never get better,en,HOPELESSNESS,1
135,Even simple tasks make me exhausted and it has become difficult to manage.,en,FATIGUE,1
136,I feel down most of the day these days.,en,PERSISTENT_SADNESS,1
137,I have noticed that Nothing interests me anymore and I don't know how to deal with it.,en,LOSS_OF_INTEREST,1
138,"Lately, I feel there is no way out of my situation and I don't know how to deal with it.",en,HOPELESSNESS,1
139,"These days, Even simple tasks make me exhausted and it has become difficult to manage.",en,FATIGUE,1
140,"These days, I feel useless most of the time and I don't know how to deal with it.",en,WORTHLESSNESS,1
141,"For the past few days, I feel physically and emotionally drained and it has become difficult to manage.",en,FATIGUE,1
142,I keep feeling that I cannot concentrate on my work and it has been getting worse.,en,DIFFICULTY_CONCENTRATING,1
143,I am having difficulty maintaining a normal eating pattern and I am struggling to cope.,en,APPETITE_CHANGES,1
144,I have lost the motivation to study and I don't know how to deal with it.,en,LOW_MOTIVATION,1
145,I feel that The sadness does not seem to go away and this is affecting my daily routine.,en,PERSISTENT_SADNESS,1
146,I have noticed that I have been struggling with constant sadness and it is affecting my daily life.,en,PERSISTENT_SADNESS,1
147,"Right now, I have been feeling deeply sad for a long time these days.",en,PERSISTENT_SADNESS,1
148,Nothing interests me anymore and it has become difficult to manage.,en,LOSS_OF_INTEREST,1
149,"These days, I rarely feel excited about anything anymore and I am struggling to cope.",en,LOSS_OF_INTEREST,1
150,"Recently, I struggle to get through the day because of exhaustion and it has been getting worse.",en,FATIGUE,1
151,"Right now, I wake up and cannot get back to sleep",en,SLEEP_PROBLEMS,1
152,I keep feeling that I avoid social activities,en,SOCIAL_WITHDRAWAL,1
153,I have noticed that The guilt is becoming difficult to handle and I don't know how to deal with it.,en,EXCESSIVE_GUILT,1
154,"Lately, I constantly feel like I am not worth anything and I find it difficult to change.",en,WORTHLESSNESS,1
155,"Right now, I feel physically and emotionally drained these days.",en,FATIGUE,1
156,"At the moment, I often forget to eat because I have no appetite and it has been getting worse.",en,APPETITE_CHANGES,1
157,"Lately, I cannot concentrate on my work lately.",en,DIFFICULTY_CONCENTRATING,1
158,"For the past few days, Nothing interests me anymore and it is affecting my daily life.",en,LOSS_OF_INTEREST,1
159,I feel like everyone would be better without me and it has been getting worse.,en,WORTHLESSNESS,1
160,"Lately, I have stopped attending social gatherings and this is affecting my daily routine.",en,SOCIAL_WITHDRAWAL,1
161,"Recently, My appetite has changed a lot recently and I find it difficult to change.",en,APPETITE_CHANGES,1
162,I have noticed that I struggle to get through the day because of exhaustion and it has been getting worse.,en,FATIGUE,1
163,I have noticed that I believe everything is my fault and I am struggling to cope.,en,EXCESSIVE_GUILT,1
164,I feel that I cannot stop feeling guilty and I am struggling to cope.,en,EXCESSIVE_GUILT,1
165,"Right now, I struggle to get through the day because of exhaustion and I don't know how to deal with it.",en,FATIGUE,1
166,"Recently, I have very little energy and it has been getting worse.",en,FATIGUE,1
167,I have lost hope that my life can improve and I am struggling to cope.,en,HOPELESSNESS,1
168,"For the past few days, I keep putting everything off because I have no motivation and I am struggling to cope.",en,LOW_MOTIVATION,1
169,I have noticed that I constantly blame myself,en,EXCESSIVE_GUILT,1
170,"Right now, Even important things feel difficult to start and it has been getting worse.",en,LOW_MOTIVATION,1
171,"These days, I have been eating much less than usual and it has become difficult to manage.",en,APPETITE_CHANGES,1
172,I have noticed that I feel tired all the time and I find it difficult to change.,en,FATIGUE,1
173,"For the past few days, I have trouble concentrating throughout the day",en,DIFFICULTY_CONCENTRATING,1
174,"At the moment, The sadness has continued for weeks and I find it difficult to change.",en,PERSISTENT_SADNESS,1
175,"Recently, I don't see any hope for my future and it is affecting my daily life.",en,HOPELESSNESS,1
176,I don't feel that I have any value and I am struggling to cope.,en,WORTHLESSNESS,1
177,"Recently, I have been eating much less than usual",en,APPETITE_CHANGES,1
178,Activities that once made me happy feel meaningless and I don't know how to deal with it.,en,LOSS_OF_INTEREST,1
179,"At the moment, Activities that once made me happy feel meaningless and it has been getting worse.",en,LOSS_OF_INTEREST,1
180,I keep feeling that My eating pattern has changed since the incident and it has been getting worse.,en,APPETITE_CHANGES,1
181,"For the past few days, I keep waking up during the night and it has become difficult to manage.",en,SLEEP_PROBLEMS,1
182,I keep feeling that I have been struggling with constant sadness lately.,en,PERSISTENT_SADNESS,1
183,"At the moment, The sadness does not seem to go away and it has been getting worse.",en,PERSISTENT_SADNESS,1
184,I have noticed that I have lost the motivation to study and it has been getting worse.,en,LOW_MOTIVATION,1
185,"Recently, I believe I am a burden to others and it has become difficult to manage.",en,WORTHLESSNESS,1
186,"Recently, I keep feeling sad without relief and I am struggling to cope.",en,PERSISTENT_SADNESS,1
187,I cannot focus even on simple tasks and it has become difficult to manage.,en,DIFFICULTY_CONCENTRATING,1
188,"For the past few days, I feel there is no way out of my situation and I am struggling to cope.",en,HOPELESSNESS,1
189,I keep feeling that My sleep has become irregular and I don't know how to deal with it.,en,SLEEP_PROBLEMS,1
190,"For the past few days, I have no energy for my normal activities lately.",en,FATIGUE,1
191,"Right now, I struggle to start even simple tasks and it is affecting my daily life.",en,LOW_MOTIVATION,1
192,I have noticed that I struggle to concentrate when studying lately.,en,DIFFICULTY_CONCENTRATING,1
193,"At the moment, I have lost hope that my life can improve and I find it difficult to change.",en,HOPELESSNESS,1
194,"For the past few days, I no longer enjoy the things I used to enjoy these days.",en,LOSS_OF_INTEREST,1
195,"These days, I wake up and cannot get back to sleep and it has become difficult to manage.",en,SLEEP_PROBLEMS,1
196,I feel tired all the time and I find it difficult to change.,en,FATIGUE,1
197,"At the moment, I have withdrawn from people around me and it has become difficult to manage.",en,SOCIAL_WITHDRAWAL,1
198,"Lately, I feel guilty about what happened and it has become difficult to manage.",en,EXCESSIVE_GUILT,1
199,"At the moment, The sadness has continued for weeks and it has been getting worse.",en,PERSISTENT_SADNESS,1
200,"At the moment, I don't feel interested in doing anything and it is affecting my daily life.",en,LOSS_OF_INTEREST,1
201,"For the past few days, I believe I am a burden to others and I find it difficult to change.",en,WORTHLESSNESS,1
202,"Recently, Nothing interests me anymore and it is affecting my daily life.",en,LOSS_OF_INTEREST,1
203,"At the moment, I feel sad almost every day and it has become difficult to manage.",en,PERSISTENT_SADNESS,1
204,I wake up and cannot get back to sleep and it has been getting worse.,en,SLEEP_PROBLEMS,1
205,"For the past few days, I prefer to stay alone most of the time and this is affecting my daily routine.",en,SOCIAL_WITHDRAWAL,1
206,I have noticed that I feel guilty about what happened and it is affecting my daily life.,en,EXCESSIVE_GUILT,1
207,"At the moment, I have no motivation to do anything and it has become difficult to manage.",en,LOW_MOTIVATION,1
208,"Lately, Everything feels pointless to me these days.",en,HOPELESSNESS,1
209,I cannot focus even on simple tasks and it is affecting my daily life.,en,DIFFICULTY_CONCENTRATING,1
210,I keep feeling sad without relief and it is affecting my daily life.,en,PERSISTENT_SADNESS,1
211,"Right now, My mind keeps wandering and I don't know how to deal with it.",en,DIFFICULTY_CONCENTRATING,1
212,"At the moment, Nothing interests me anymore and I don't know how to deal with it.",en,LOSS_OF_INTEREST,1
213,"Right now, I have been struggling to maintain normal sleep",en,SLEEP_PROBLEMS,1
214,"Lately, I feel like things will never get better and it has been getting worse.",en,HOPELESSNESS,1
215,"Lately, I no longer enjoy the things I used to enjoy and I find it difficult to change.",en,LOSS_OF_INTEREST,1
216,I feel like things will never get better and it has become difficult to manage.,en,HOPELESSNESS,1
217,"Lately, I cannot concentrate on my work and I am struggling to cope.",en,DIFFICULTY_CONCENTRATING,1
218,"Lately, I often forget to eat because I have no appetite and I am struggling to cope.",en,APPETITE_CHANGES,1
219,"Right now, I feel there is no way out of my situation and it is affecting my daily life.",en,HOPELESSNESS,1
220,I keep feeling that I don't feel like communicating with anyone and I find it difficult to change.,en,SOCIAL_WITHDRAWAL,1
221,"Lately, I don't think I am good enough and it is affecting my daily life.",en,WORTHLESSNESS,1
222,"Right now, I have trouble concentrating throughout the day and it has been getting worse.",en,DIFFICULTY_CONCENTRATING,1
223,I have lost hope that my life can improve these days.,en,HOPELESSNESS,1
224,"Recently, I avoid social activities and it is affecting my daily life.",en,SOCIAL_WITHDRAWAL,1
225,"At the moment, Nothing interests me anymore",en,LOSS_OF_INTEREST,1
226,"Lately, I feel physically and emotionally drained and I find it difficult to change.",en,FATIGUE,1
227,I cannot imagine a better future and this is affecting my daily routine.,en,HOPELESSNESS,1
228,I keep feeling that I have been struggling with constant sadness and I am struggling to cope.,en,PERSISTENT_SADNESS,1
229,I feel that I feel responsible for things that were not my fault and it has become difficult to manage.,en,EXCESSIVE_GUILT,1
230,"Right now, I struggle to concentrate when studying and I am struggling to cope.",en,DIFFICULTY_CONCENTRATING,1
231,I feel that I have trouble concentrating throughout the day and I am struggling to cope.,en,DIFFICULTY_CONCENTRATING,1
232,"At the moment, I feel like things will never get better and it has been getting worse.",en,HOPELESSNESS,1
233,I keep feeling that I have stopped believing that things can improve and I find it difficult to change.,en,HOPELESSNESS,1
234,"Recently, I don't feel like communicating with anyone these days.",en,SOCIAL_WITHDRAWAL,1
235,"Right now, I often forget to eat because I have no appetite and I find it difficult to change.",en,APPETITE_CHANGES,1
236,I keep feeling that I rarely feel rested after sleeping and this is affecting my daily routine.,en,SLEEP_PROBLEMS,1
237,I keep feeling that The sadness does not seem to go away and this is affecting my daily routine.,en,PERSISTENT_SADNESS,1
238,"For the past few days, I cannot concentrate on my work these days.",en,DIFFICULTY_CONCENTRATING,1
239,"At the moment, I often forget to eat because I have no appetite these days.",en,APPETITE_CHANGES,1
240,I have lost hope that my life can improve and I find it difficult to change.,en,HOPELESSNESS,1
241,"For the past few days, My eating pattern has changed since the incident and I find it difficult to change.",en,APPETITE_CHANGES,1
242,I keep feeling that The guilt is becoming difficult to handle and I find it difficult to change.,en,EXCESSIVE_GUILT,1
243,"At the moment, Things I used to love no longer make me happy and this is affecting my daily routine.",en,LOSS_OF_INTEREST,1
244,"These days, Even simple tasks make me exhausted lately.",en,FATIGUE,1
245,"For the past few days, I have been distancing myself from everyone and it is affecting my daily life.",en,SOCIAL_WITHDRAWAL,1
246,"Recently, I struggle to concentrate when studying",en,DIFFICULTY_CONCENTRATING,1
247,"Lately, I struggle to start even simple tasks and I find it difficult to change.",en,LOW_MOTIVATION,1
248,I have noticed that I struggle to get through the day because of exhaustion and I am struggling to cope.,en,FATIGUE,1
249,I struggle to concentrate when studying and I find it difficult to change.,en,DIFFICULTY_CONCENTRATING,1
250,I feel that I feel there is no way out of my situation and it has become difficult to manage.,en,HOPELESSNESS,1
251,"Right now, I feel tired all the time",en,FATIGUE,1
252,I feel that I believe I am a burden to others and I am struggling to cope.,en,WORTHLESSNESS,1
253,I keep feeling that I cannot imagine a better future and it is affecting my daily life.,en,HOPELESSNESS,1
254,I constantly feel like I am not worth anything and this is affecting my daily routine.,en,WORTHLESSNESS,1
255,I feel that My mind keeps wandering and it is affecting my daily life.,en,DIFFICULTY_CONCENTRATING,1
256,"These days, Food does not interest me like it used to lately.",en,APPETITE_CHANGES,1
257,I feel that I feel exhausted even after resting,en,FATIGUE,1
258,"These days, I believe everything is my fault and it is affecting my daily life.",en,EXCESSIVE_GUILT,1
259,"For the past few days, I have lost the motivation to study and I am struggling to cope.",en,LOW_MOTIVATION,1
260,I have noticed that I believe everything is my fault and it has been getting worse.,en,EXCESSIVE_GUILT,1
261,I feel that I cannot focus even on simple tasks lately.,en,DIFFICULTY_CONCENTRATING,1
262,I keep feeling that I keep thinking that I should have done something differently and this is affecting my daily routine.,en,EXCESSIVE_GUILT,1
263,"These days, I cannot motivate myself to get things done",en,LOW_MOTIVATION,1
264,"For the past few days, I have stopped enjoying my hobbies and it is affecting my daily life.",en,LOSS_OF_INTEREST,1
265,I have noticed that I keep thinking that I should have done something differently and I don't know how to deal with it.,en,EXCESSIVE_GUILT,1
266,"These days, I believe I am a burden to others and I find it difficult to change.",en,WORTHLESSNESS,1
267,"Right now, I have been eating much less than usual these days.",en,APPETITE_CHANGES,1
268,"These days, I feel that nothing will change and I find it difficult to change.",en,HOPELESSNESS,1
269,I feel exhausted even after resting and I don't know how to deal with it.,en,FATIGUE,1
270,"These days, I have lost the motivation to study and this is affecting my daily routine.",en,LOW_MOTIVATION,1
271,"Recently, My mind keeps wandering lately.",en,DIFFICULTY_CONCENTRATING,1
272,"These days, I have lost hope that my life can improve and I am struggling to cope.",en,HOPELESSNESS,1
273,I feel that I have lost interest in spending time with others and it has become difficult to manage.,en,LOSS_OF_INTEREST,1
274,"Recently, I prefer to stay alone most of the time and it has become difficult to manage.",en,SOCIAL_WITHDRAWAL,1
275,"Recently, I have stopped enjoying my hobbies and it is affecting my daily life.",en,LOSS_OF_INTEREST,1
276,I have noticed that I don't feel that I have any value lately.,en,WORTHLESSNESS,1
277,"Lately, I don't want to spend time with other people these days.",en,SOCIAL_WITHDRAWAL,1
278,"At the moment, I cannot concentrate on my work and it has become difficult to manage.",en,DIFFICULTY_CONCENTRATING,1
279,I feel that Everything feels pointless to me these days.,en,HOPELESSNESS,1
280,"Lately, I don't want to spend time with other people and it is affecting my daily life.",en,SOCIAL_WITHDRAWAL,1
281,I have noticed that Even simple tasks make me exhausted these days.,en,FATIGUE,1
282,I have noticed that I feel responsible for things that were not my fault and I don't know how to deal with it.,en,EXCESSIVE_GUILT,1
283,"Right now, I have been feeling deeply sad for a long time and I find it difficult to change.",en,PERSISTENT_SADNESS,1
284,I have noticed that I feel exhausted even after resting lately.,en,FATIGUE,1
285,I have noticed that I don't want to spend time with other people and this is affecting my daily routine.,en,SOCIAL_WITHDRAWAL,1
286,"For the past few days, I struggle to start even simple tasks and it has become difficult to manage.",en,LOW_MOTIVATION,1
287,"For the past few days, I cannot imagine a better future lately.",en,HOPELESSNESS,1
288,I have noticed that I wake up and cannot get back to sleep and it is affecting my daily life.,en,SLEEP_PROBLEMS,1
289,"Right now, I don't feel interested in doing anything and it has become difficult to manage.",en,LOSS_OF_INTEREST,1
290,"These days, I feel like I am worthless",en,WORTHLESSNESS,1
291,I have noticed that I cannot imagine a better future and it is affecting my daily life.,en,HOPELESSNESS,1
292,"Recently, Activities that once made me happy feel meaningless and it has become difficult to manage.",en,LOSS_OF_INTEREST,1
293,"These days, I feel exhausted even after resting and I don't know how to deal with it.",en,FATIGUE,1
294,I have noticed that I feel responsible for things that were not my fault and it has become difficult to manage.,en,EXCESSIVE_GUILT,1
295,"For the past few days, I keep feeling sad without relief and it is affecting my daily life.",en,PERSISTENT_SADNESS,1
296,I feel that I cannot concentrate on my work and I am struggling to cope.,en,DIFFICULTY_CONCENTRATING,1
297,"For the past few days, I have no motivation to do anything these days.",en,LOW_MOTIVATION,1
298,"These days, I have withdrawn from people around me and this is affecting my daily routine.",en,SOCIAL_WITHDRAWAL,1
299,I feel that I cannot imagine a better future and it has been getting worse.,en,HOPELESSNESS,1
300,I keep feeling that I feel that I have nothing to offer these days.,en,WORTHLESSNESS,1
