file_id,emotion,duration,energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
03-01-02-02-02-01-01,calm,4.20425,0.0021156861912459135,0.09093498461174243,2464.2906934862112,1853.003357719601,-686.9191,61.123344,2.5405028,10.9715185,3.795391,0.80897176,-9.176734,-7.265129,-8.966447,2.503409,0.24988313,-0.3967944,-4.5994506
03-01-02-02-02-02-01,calm,4.004,0.002144888276234269,0.09426153273809523,2428.133534414579,1761.903117904407,-668.90643,55.826176,-3.9732182,15.720699,1.973352,0.32395193,-10.940855,-10.350809,-7.8474603,4.35028,-1.743778,-1.1285872,-6.5919466
03-01-03-01-01-01-01,happy,3.4701875,0.0043528759852051735,0.07646305189220183,2420.487503491381,1949.1400957768876,-630.45715,55.867435,-4.979801,14.739829,-2.5306978,-4.5044365,-8.41719,-11.746237,-6.677539,-0.18874924,-8.717993,2.0325108,-7.74788
03-01-03-01-01-02-01,happy,3.470125,0.005063904915004969,0.06454271788990826,2334.812257834651,1920.2823039458422,-610.44104,53.99922,-5.3351507,17.487255,0.58402026,-5.209178,-6.7027907,-12.645888,-6.560024,2.132213,-8.050623,4.7784224,-7.43439
03-01-03-01-02-01-01,happy,3.536875,0.003815842093899846,0.08626302083333333,2462.780136241954,1887.514955207193,-642.2877,55.037506,-1.91608,12.414836,-2.0156431,-2.3739445,-9.399777,-13.630812,-8.167701,3.83564,-7.9405065,2.3867855,-6.022929
03-01-03-01-02-02-01,happy,3.70375,0.003802187042310834,0.08929653825431035,2556.29838590144,1928.670458997151,-635.2475,49.202507,2.4165487,17.493086,-2.6670847,0.13147056,-7.3027325,-13.658,-8.47994,1.5848902,-5.8523593,2.718688,-6.5409904
03-01-03-02-01-01-01,happy,3.670375,0.006653615739196539,0.10022503396739131,2392.4999970167714,1864.9118129133901,-583.36,43.15001,-6.538425,5.18463,-3.1143625,-6.5896297,-14.885602,-9.659756,-13.814628,0.26580408,-8.950749,-0.31837305,-7.455852
03-01-03-02-01-02-01,happy,3.637,0.008499431423842907,0.09556178042763158,2034.6953194646508,1782.943563651607,-553.57465,48.91684,-12.952393,7.2614527,-0.29913342,-7.694326,-12.282986,-12.711638,-13.046574,5.287266,-9.938096,0.20902704,-5.4075084
03-01-03-02-02-01-01,happy,3.93725,0.011071578599512577,0.1290991998487903,2505.0653292225497,1895.8432799394488,-503.08575,39.78973,-10.324123,7.552935,-3.3693519,-6.966097,-12.936036,-17.03373,-11.435112,2.3219388,-11.891728,2.3478205,-8.700292
03-01-03-02-02-02-01,happy,3.9373125,0.010265118442475796,0.10752819430443548,2559.37907002775,1918.5771686790558,-526.51434,41.774998,-10.23309,6.639671,-5.402114,-6.8967876,-13.2857065,-16.582832,-13.383806,-0.15519713,-9.379373,1.9313933,-7.503062
03-01-04-01-01-01-01,sad,3.8371875,0.0022446182556450367,0.066357421875,2070.448396269237,1659.6011741625118,-672.7284,55.77523,-3.1129751,18.028957,-1.433519,-2.252036,-8.515459,-13.021949,-7.134227,-4.1063676,-2.4366107,-1.3419679,-7.6803346
03-01-04-01-01-02-01,sad,3.57025,0.0020608757622539997,0.06954084123883929,2398.0643822663596,1908.3977773075608,-681.96356,58.02662,-2.5547314,19.68594,0.22005646,0.81837016,-6.6955476,-12.032257,-8.550063,-1.6657435,-2.971945,-2.1806092,-4.0788703
03-01-04-01-02-01-01,sad,3.5035,0.0017757476307451725,0.05406161221590909,2262.4300771908906,1666.418854201347,-724.4271,53.297283,-4.5298085,16.7132,-0.9276187,-1.3124739,-7.092736,-12.51305,-7.2463946,-0.4586361,-2.4520855,-1.362014,-4.7447734
03-01-04-01-02-02-01,sad,3.3700625,0.0023397370241582394,0.06680240271226415,2311.2517613586074,1744.1247257877876,-701.0445,54.44521,-0.40495905,17.8413,-1.1384577,2.431451,-6.1469913,-14.266607,-7.67157,-1.7921934,-3.7964807,-0.0916004,-6.495956
03-01-04-02-01-01-01,sad,3.8038125,0.0030101954471319914,0.06821986607142858,2323.635390146712,1862.6826411718114,-662.76855,57.459587,0.21676026,20.185051,-0.37687138,-0.378048,-6.6512504,-11.146195,-4.3147206,-1.6670628,-3.693871,0.11833454,-6.696315
03-01-04-02-01-02-01,sad,3.70375,0.004992211237549782,0.07291806977370689,2522.9560567400767,1886.1649938558492,-616.8271,44.23982,-5.2711854,11.771112,-1.7386246,-7.5685825,-9.501715,-14.605355,-9.768209,-0.7534961,-9.061225,1.7024544,-8.848171
03-01-04-02-02-01-01,sad,3.737125,0.005108093377202749,0.07786207932692307,2280.652954735359,1735.698512363677,-607.59204,47.290607,-5.044448,14.773358,-1.9965518,-5.1011577,-10.1614485,-18.814419,-10.666623,-0.98335946,-9.092742,1.269563,-8.530095
03-01-04-02-02-02-01,sad,3.7370625,0.0062016393058001995,0.07978599091880342,2302.4328555270367,1758.1232438088834,-592.31415,43.42494,-3.4133027,13.357785,-3.3679235,-5.076571,-10.802098,-16.315868,-9.235199,0.004481014,-7.693469,0.9856792,-9.418076
03-01-05-01-01-01-01,angry,3.8705625,0.009032775647938251,0.1201131521177686,2475.731968910011,1815.2878216328747,-534.1098,35.06033,-3.6560073,11.643376,-5.7656546,-3.5235302,-3.6783056,-10.033034,-10.019184,0.7687543,-6.6859546,0.18808457,-6.990597
03-01-05-01-01-02-01,angry,3.9373125,0.009956554509699345,0.12046370967741936,2546.7533530008227,1885.881074786321,-518.9275,34.162743,-5.1913805,7.50157,-7.5327907,-4.4313946,-11.0487,-12.987125,-11.184132,-3.4142237,-9.008858,-2.2614834,-7.099335
03-01-05-01-02-01-01,angry,3.5035,0.006986365187913179,0.10671164772727272,2605.951811452804,1984.30128610213,-565.17395,40.04382,-0.67148685,10.549694,-3.9891093,-3.1697764,-8.413325,-13.443409,-8.740061,-2.322518,-6.053107,-0.51868564,-7.358744
03-01-05-01-02-02-01,angry,3.7370625,0.010942288674414158,0.14182692307692307,2513.213489551969,1874.926956120335,-526.50165,40.157192,-3.7107759,9.029381,-4.6385283,-3.5550869,-7.3721585,-15.200227,-10.007251,-1.2391982,-7.865938,1.7082428,-8.515347
03-01-05-02-01-01-01,angry,4.104125,0.05515767261385918,0.1618595566860465,2533.41081663886,1933.8776239028616,-337.0788,21.28951,-18.569527,-1.770302,-12.4861765,-6.119775,-18.62917,-12.949826,-12.823605,-3.7442687,-7.594473,-5.459085,-7.9529724
03-01-05-02-01-02-01,angry,4.3710625,0.03353799134492874,0.22691890967153286,2655.4654020428534,1884.1845722965077,-357.5967,13.738475,-16.941147,-0.08856847,-12.121295,-8.32066,-13.465711,-13.714651,-15.48456,-2.4025073,-11.612834,-2.4840918,-6.8582754
03-01-05-02-02-01-01,angry,4.1375,0.03302847221493721,0.2618276742788462,2768.223436598163,1879.5175957765578,-388.69843,23.0608,-14.300632,3.2227256,-8.936086,-6.9043665,-14.3727,-15.4189,-12.954263,-1.6709665,-11.933053,-0.5809504,-8.355998
03-01-05-02-02-02-01,angry,4.4378125,0.09410402923822403,0.24913584757194246,2724.250436720279,1939.1647893022327,-288.90857,14.921856,-20.142447,-5.063434,-10.984192,-12.164475,-18.107145,-14.147144,-15.000578,-0.4952363,-11.013198,-4.3453746,-6.3188195
03-01-06-01-01-01-01,fearful,3.670375,0.006137007847428322,0.08211616847826086,2120.51487667557,1935.7448750328354,-585.42163,54.89283,1.1281782,17.82814,1.1038951,-3.7837908,-8.544844,-14.353951,-5.0347285,-1.0709578,-0.092046395,4.124548,-5.2703013
03-01-06-01-01-02-01,fearful,3.637,0.005849871318787336,0.08978806880482457,2260.7439329351873,1908.9739974762797,-597.3476,50.832207,-7.697398,12.010177,-1.7033879,-6.538419,-13.2807045,-18.466244,-8.700667,-2.201096,-7.658922,0.48283342,-8.343634
03-01-06-01-02-01-01,fearful,3.4368125,0.005032218061387539,0.08227991174768519,2044.7025171492342,1916.8107412766642,-610.93085,58.370262,7.785135,20.35503,5.325986,2.3742588,-6.799656,-9.678344,-3.1474361,1.3620583,-0.48060742,3.3849914,-3.2195525
03-01-06-01-02-02-01,fearful,3.7036875,0.004624690394848585,0.09890641837284483,2372.147769096382,1873.3573195370934,-612.5529,53.889812,-3.743415,17.91418,0.41220975,-0.8162265,-11.146975,-12.871498,-3.72528,0.24591942,-2.1550517,0.19607264,-3.8417132
03-01-06-02-01-01-01,fearful,5.005,0.016853872686624527,0.1839358578821656,2325.946052825966,1877.9411811452287,-423.80832,45.131237,-13.464017,6.4146676,1.9310359,2.8929672,-14.218828,-15.36596,-7.0193176,4.70911,-5.484742,1.3121451,-4.3330336
03-01-06-02-01-02-01,fearful,4.2375625,0.023249398916959763,0.16564482495300753,2171.317409995553,1849.7369891151614,-396.6488,38.199005,-22.49627,0.34208715,0.4425534,-5.596262,-18.468758,-18.70611,-12.126816,-2.9499693,-11.739364,-4.8139415,-7.038332
03-01-06-02-02-01-01,fearful,3.970625,0.03712640330195427,0.19373828125,2326.672728841692,1889.594939816282,-358.86203,33.996143,-18.132305,-0.84328777,-7.039834,-2.8007836,-21.328451,-19.60823,-14.337022,-2.174259,-10.316867,-6.3446107,-10.561127
03-01-06-02-02-02-01,fearful,3.9039375,0.025500701740384102,0.16822089523565573,2171.4409422350723,1834.4742327670567,-415.0815,40.088867,-18.888485,-0.32621822,-0.13188878,-4.940946,-21.229565,-17.364386,-15.647345,4.0406246,-9.827581,-5.9945445,-8.436478
03-01-07-01-01-01-01,disgust,3.8705625,0.0026804248336702585,0.12668275439049587,2081.484841979934,1693.8201698424018,-627.3192,56.216545,-3.4371238,11.733027,0.6967985,-3.7458987,-10.156171,-13.524226,-9.440399,0.33517608,-8.713411,-2.2213387,-8.315494
03-01-07-01-01-02-01,disgust,3.9039375,0.0030873813666403294,0.12421554815573771,2562.6189495128815,1942.2008570192593,-610.0467,48.919487,-2.1114726,5.7113676,1.5331538,-6.2929754,-10.528918,-12.52309,-9.895694,0.47401723,-8.091948,-2.950569,-5.333199
03-01-07-01-02-01-01,disgust,3.9039375,0.0028642299585044384,0.10057793288934426,2412.262236827906,1798.8245996389503,-647.45825,64.33894,1.1708485,11.410247,-1.4464147,1.6445508,-15.29606,-10.881941,-5.3174853,-1.708273,-4.727511,-1.2877408,-8.596851
03-01-07-01-02-02-01,disgust,3.8371875,0.0029225118923932314,0.09597981770833333,2629.7598484891982,1847.3246337700136,-653.4576,48.254597,-0.13332272,8.119084,-1.6965599,1.0871071,-13.720275,-9.125265,-4.7165,0.8805047,-5.240344,-0.69627917,-7.8378205
03-01-07-02-01-01-01,disgust,4.3043125,0.011428243480622768,0.16174406828703702,2364.7583355185316,1859.7655126079856,-481.52753,40.513844,-11.440233,-7.9109545,-8.748097,-4.4699097,-21.605114,-16.321724,-10.560819,-2.5446963,-6.5144014,-6.962961,-7.844215
03-01-07-02-01-02-01,disgust,4.104125,0.012607870623469353,0.15699566981589147,2557.1058907486354,1855.102146763684,-482.2071,29.166937,-9.2695875,-0.6969305,-11.021253,-12.050214,-23.858953,-10.457275,-9.244266,-3.3289328,-8.23044,-6.717265,-10.300505
03-01-07-02-02-01-01,disgust,4.037375,0.011201439425349236,0.11838321235236221,2425.207888057506,1887.8988987867897,-511.9921,42.673805,6.1760736,-5.371595,-6.1092453,-3.902066,-22.112774,-8.102824,-9.873948,-9.601097,-4.0297537,-8.98207,-12.127626
03-01-07-02-02-02-01,disgust,4.3710625,0.011334792710840702,0.12099039119525548,2483.005423600404,1953.0090950758524,-495.69525,39.82926,-4.166305,-1.9334283,-4.543933,-6.8773103,-21.202309,-10.6845875,-8.116623,-5.8629827,-8.390456,-6.563281,-8.918735
03-01-08-01-01-01-01,surprised,3.4034375,0.0032786100637167692,0.05425854264018692,2545.470636858167,1878.8373853909716,-653.6893,49.079758,-2.7870762,10.599847,-0.89366007,-4.9664717,-8.713328,-9.752963,-9.3406,0.08883721,-6.607421,-0.33934373,-7.697272
03-01-08-01-01-02-01,surprised,3.2699375,0.003231372917070985,0.05084287773058253,2481.7541265543796,1872.6906665542178,-667.8619,46.726467,-4.346494,13.361053,1.2401599,-5.516398,-7.952764,-10.0619545,-5.0103974,-0.043993924,-7.648881,0.48214498,-8.021141
03-01-08-01-02-01-01,surprised,3.536875,0.0033941830042749643,0.07620266751126126,2551.2223852105967,1906.9344891852288,-653.0489,51.031067,-0.536774,13.798062,-2.0914,-1.8271328,-8.635818,-11.8125515,-6.5474524,0.33907357,-5.170805,-1.8647989,-7.525876
03-01-08-01-02-02-01,surprised,3.2699375,0.003975100349634886,0.060452063106796114,2356.814810543264,1728.0479292335283,-650.3344,44.451603,-3.3083882,8.358927,-5.770442,-3.5026097,-8.750618,-9.964689,-8.734508,-0.6425583,-7.743677,-0.59634143,-7.783298
03-01-08-02-01-01-01,surprised,3.43675,0.007379129528999329,0.06300184461805555,1998.4924358455653,1612.050246543625,-591.06903,45.58461,-6.379513,10.609362,-0.79316163,-6.4800916,-9.284633,-10.519588,-8.798249,1.4393029,-9.413365,1.4426138,-7.1794
03-01-08-02-01-02-01,surprised,3.57025,0.009709269739687443,0.07747105189732142,2082.742904182719,1641.761657500985,-543.84875,36.894928,-5.7322793,8.2603035,-4.219763,-4.432149,-9.792428,-10.8689575,-10.763908,-0.47274917,-8.51031,-0.45561644,-6.6519427
03-01-08-02-02-01-01,surprised,3.5035,0.006991855334490538,0.07987837357954546,2450.4035992704703,1800.7487110262382,-588.7775,40.16936,-5.1943946,8.601731,-4.2898965,-5.2810183,-10.829237,-15.567057,-7.3680882,-0.7821699,-7.658048,0.22959228,-8.771277
03-01-08-02-02-02-01,surprised,3.2699375,0.009590458124876022,0.06623558859223301,2292.662752703827,1861.0164220080571,-569.6676,42.449303,-6.645324,6.5437546,-2.951622,-3.913579,-13.249581,-11.432143,-9.419402,0.1293038,-7.969047,0.16613701,-8.1920595
03-01-01-01-01-01-02,neutral,3.637,0.003756239078938961,0.09111585115131579,2084.255841255823,1613.3835224601255,-635.40546,46.724274,-9.126486,7.6220226,-9.228819,-2.252636,-11.927204,-5.133339,-2.8860655,-3.1843457,-4.7457595,-3.0650966,-2.5977137
03-01-01-01-01-02-02,neutral,3.603625,0.0036742594093084335,0.09693463080752213,2113.0298561898494,1576.4696848287037,-636.1977,40.699337,-8.0251665,9.808751,-10.634167,-1.0344397,-11.675279,-2.8833814,-3.8910053,-1.8063892,-4.7946687,-3.4168859,-2.4210334
03-01-01-01-02-01-02,neutral,3.7704375,0.00546249421313405,0.1025680283368644,2263.7027581838984,1727.6720760793235,-610.567,45.034027,-11.266638,4.745263,-8.560231,-2.1599092,-12.786818,-6.300149,-4.4216504,-3.2478728,-5.7415395,-3.9214098,-0.4044759
03-01-01-01-02-02-02,neutral,3.603625,0.004914263263344765,0.10630271709070796,2296.3170290087323,1703.1726007225866,-627.9353,40.64495,-10.158666,4.523316,-11.41961,-3.3669298,-13.973919,-7.337733,-5.521185,-4.2694473,-6.252713,-6.4268966,-2.2384799
03-01-02-01-01-01-02,calm,3.8371875,0.0033979222644120455,0.09536539713541667,2474.11320037013,1898.7161490417288,-647.83813,44.68281,-2.6711223,9.461971,-9.021506,0.6391363,-10.630218,-3.574412,-4.0354,-1.9083245,-6.7329845,-2.0155857,-1.1265396
03-01-02-01-01-02-02,calm,4.004,0.0034751067869365215,0.08474779885912699,1851.9963563114775,1498.0420187457403,-644.3049,39.74072,-8.272569,7.127172,-10.224844,-0.43002558,-12.671678,-3.636428,-4.8013005,-2.552783,-9.39635,-2.6190321,-1.1304442
03-01-02-01-02-01-02,calm,3.8371875,0.0036774412728846073,0.10535481770833334,1964.9170698445391,1502.050351981057,-641.79755,39.74957,-7.2182965,2.8886378,-8.270581,-4.028354,-12.377616,-6.6888366,-4.975251,-4.631062,-7.8168716,-4.441982,-2.0353198
03-01-02-01-02-02-02,calm,3.970625,0.0036317049525678158,0.10875390625,2300.643229069253,1669.0976663844463,-634.46356,41.665356,-13.791749,0.7677086,-10.538466,-4.5988154,-15.451441,-7.8763046,-6.193235,-5.586052,-9.089185,-7.360981,-3.6912844
03-01-02-02-01-01-02,calm,4.1375,0.0028168822173029184,0.10822190504807692,2510.3232351413185,1805.4322457251033,-630.25793,36.54704,-5.736282,6.132927,-11.085209,-2.071126,-9.924001,-6.761204,-4.411791,-3.1549423,-9.031953,-3.2253585,-4.171502
03-01-02-02-01-02-02,calm,4.037375,0.0030876942910254,0.0936769500492126,2012.3425854132631,1546.0699318882691,-641.808,38.204582,-8.419166,4.941075,-11.31685,-0.23404405,-12.550733,-5.4237995,-5.8432856,-1.5354774,-9.743683,-3.8492565,-2.2305532
03-01-02-02-02-01-02,calm,4.104125,0.003395142499357462,0.12096127059108527,2345.5347384310194,1650.7770125186892,-645.7035,35.32699,-8.023512,-1.1053988,-8.707755,-3.7567446,-15.876344,-8.908896,-5.958291,-5.2370825,-12.118075,-5.109925,-4.684057
03-01-02-02-02-02-02,calm,4.104125,0.0032984591089189053,0.11099124878875968,1917.00744448581,1485.0562964514565,-647.8738,41.797832,-6.257358,0.90402126,-8.125261,-3.0570936,-14.571234,-6.8589916,-4.0271206,-3.8591478,-12.477927,-5.371197,-3.5474203
03-01-03-01-01-01-02,happy,3.603625,0.007073703221976757,0.13204767007743362,2557.171066776757,1892.5437664269054,-575.2524,34.172585,-20.05832,9.664356,-14.001209,-1.2343473,-15.455996,-7.162723,-4.462488,-4.478281,-5.23597,-7.062744,-1.9498272
03-01-03-01-01-02-02,happy,3.7036875,0.0062934961169958115,0.10724508351293104,2488.70034152098,1812.8488835688613,-590.0678,35.446938,-15.525523,12.24959,-14.445168,-1.3680013,-15.171152,-5.8856697,-4.9971614,-5.660035,-4.1016045,-6.1983957,-0.90522534
03-01-03-01-02-01-02,happy,3.7704375,0.006884108763188124,0.1111667439088983,2178.6883483030792,1569.8977713069376,-588.44073,33.536575,-20.773542,5.7390122,-13.61126,-4.9055796,-19.264112,-7.6007605,-4.7146287,-7.3966007,-5.3072414,-8.648794,-1.77901
03-01-03-01-02-02-02,happy,3.737125,0.006719747092574835,0.12125233707264957,2560.501091277805,1954.208045110083,-575.8838,37.82465,-14.791084,7.9226303,-12.259491,-4.9851446,-17.317606,-5.3238964,-3.042528,-5.766606,-4.6531134,-6.4670844,-1.9824501
03-01-03-02-01-01-02,happy,3.70375,0.017059817910194397,0.11124814789870689,2134.6737261033873,1600.5331372513663,-467.038,21.11978,-28.63964,8.207037,-22.987545,-6.8591876,-17.250235,-7.080891,-7.982444,-9.308076,-4.222247,-10.219842,-0.7199815
03-01-03-02-01-02-02,happy,3.670375,0.017459405586123466,0.12063943614130435,2249.8346319027582,1680.8539769518095,-475.66223,25.609335,-31.023458,8.7571335,-21.603931,-9.58214,-16.478636,-7.758221,-6.1511827,-8.922474,-2.578115,-9.42736,0.9276042
03-01-03-02-02-01-02,happy,3.70375,0.011872401461005211,0.14955297009698276,2457.6037318550602,1859.2955235752174,-519.67847,29.003983,-23.798498,6.2715926,-15.269006,-10.747621,-18.993977,-7.2102695,-3.8944848,-10.847803,-4.459168,-9.637912,-1.3445905
03-01-03-02-02-02-02,happy,3.8705625,0.013203978538513184,0.1212592006714876,2057.3964989508495,1563.9618998340725,-525.10736,27.800629,-23.747856,5.311183,-17.929525,-9.002614,-17.249086,-8.939772,-6.843163,-10.369582,-4.3812165,-10.044222,-0.57370627
03-01-04-01-01-01-02,sad,3.8371875,0.0029443828389048576,0.09086507161458333,1678.0686272451546,1391.5865382788186,-661.0233,44.365345,-10.496012,6.4579415,-10.8244915,-3.057783,-13.94004,-7.084259,-6.160957,-3.3826346,-8.176195,-2.0447967,-1.0401775
03-01-04-01-01-02-02,sad,3.7704375,0.003260108409449458,0.08617750264830508,1772.6131751147177,1421.5647271450373,-655.04297,47.295467,-9.504826,8.1560755,-10.038514,-0.9278805,-11.882472,-7.2978115,-4.161465,-3.0830946,-6.6665564,-2.6196315,-2.154352
03-01-04-01-02-01-02,sad,3.7370625,0.003316921880468726,0.08347105368589744,1938.787353848214,1508.1785005281056,-641.6859,36.85587,-6.0221353,3.4416215,-8.657608,-5.389701,-15.849228,-5.9577236,-4.353003,-5.2437425,-5.900148,-4.6190176,-2.2900846
03-01-04-01-02-02-02,sad,3.7704375,0.0030129223596304655,0.08679819915254237,1960.1380567930548,1545.18555048755,-669.17004,38.393658,-6.3836083,6.501678,-7.428947,-3.638206,-12.907678,-6.6740823,-2.4010277,-4.2381663,-6.1573977,-3.8255277,-2.7991185
03-01-04-02-01-01-02,sad,3.737125,0.002766575198620558,0.0977313701923077,2032.1118095513662,1604.081130072774,-650.843,40.72871,-9.246671,4.180254,-13.377859,-5.800053,-18.130136,-11.082563,-6.891074,-6.269553,-5.470964,-4.1212945,1.5505104
03-01-04-02-01-02-02,sad,3.7704375,0.0025248078163713217,0.09525208554025423,2097.133848055182,1556.030598478221,-666.3118,47.67977,-5.437079,6.50962,-9.213475,-5.888973,-16.619791,-10.045006,-6.673647,-4.9528112,-6.170078,-4.3595476,-2.837475
03-01-04-02-02-01-02,sad,3.7036875,0.0037277089431881905,0.08358869881465517,2015.1459659512386,1569.8944607696205,-643.6321,37.03512,-7.283426,1.9764457,-9.561776,-6.450409,-18.48429,-12.16946,-7.461353,-6.730093,-6.843818,-7.4928823,-2.4249718
03-01-04-02-02-02-02,sad,3.670375,0.0031723263673484325,0.11083984375,1962.949988738365,1467.6912120842424,-651.98224,38.88322,-7.591327,5.0153766,-9.922703,-9.294631,-18.363504,-10.839064,-5.1660285,-8.2222595,-6.815825,-6.707876,-1.6541317
03-01-05-01-01-01-02,angry,3.670375,0.007172422483563423,0.10064113451086956,1968.358740140061,1528.048996042131,-550.4616,37.126804,-10.296967,5.8845444,-11.541992,-0.7882804,-12.100042,-6.3632298,-3.7522051,-1.9433959,-4.1014924,-3.060234,-0.70873904
03-01-05-01-01-02-02,angry,3.670375,0.007671025115996599,0.12471976902173913,2268.1470232252877,1779.71752310677,-518.1756,33.20961,-15.092018,6.9410515,-13.081227,-1.0203849,-13.879342,-4.2840977,-2.183625,-0.8345647,-3.6677818,-2.245758,-2.012723
03-01-05-01-02-01-02,angry,3.7704375,0.008273312821984291,0.11986063294491525,2223.2100803166186,1696.0299397702129,-560.54895,39.410366,-9.880576,2.6073468,-11.7290535,-1.152456,-13.671922,-7.422152,-3.9886932,-4.405897,-4.8042116,-4.958453,-1.4840816
03-01-05-01-02-02-02,angry,3.8038125,0.008098797872662544,0.13261964942226892,2263.094764696072,1665.413118669166,-551.44244,33.720516,-15.628715,2.4794521,-16.706734,-1.9327704,-14.841023,-8.201318,-4.6286306,-3.7195103,-5.2521486,-5.94276,-0.05767151
03-01-05-02-01-01-02,angry,3.9039375,0.02531304582953453,0.14779312884221313,2121.861911709619,1541.6123281055327,-432.47113,21.181581,-22.267944,1.7722628,-20.865084,0.6702692,-15.065822,-5.3763976,-4.8051167,-3.4947882,-4.5532856,-6.056248,-1.7733208
03-01-05-02-01-02-02,angry,4.004,0.02000691369175911,0.13497101314484128,2192.7839759538356,1581.6447561250102,-456.5021,23.712025,-23.363634,1.9250177,-21.036789,3.1798275,-12.504065,-6.8177185,-5.4676394,-3.134922,-3.4960146,-7.050502,-0.7370179
03-01-05-02-02-01-02,angry,4.004,0.047062136232852936,0.1495419456845238,2445.097089336483,1754.3602439095512,-415.10547,16.743078,-31.730055,-4.858996,-25.534586,-2.972533,-18.155626,-11.79214,-7.8530755,-8.317683,-6.3551264,-10.710406,-4.5456634
03-01-05-02-02-02-02,angry,4.004,0.041554540395736694,0.14288814484126985,2357.145530288529,1641.3629764189131,-405.35672,14.025392,-30.700766,-3.509898,-25.765701,-1.278237,-17.203098,-10.068624,-7.7132626,-8.038142,-6.514185,-10.943448,-4.103093
03-01-06-01-01-01-02,fearful,3.637,0.007589663378894329,0.16431949013157895,2402.2333985843798,1690.5243606580952,-553.3549,22.084358,-24.241869,4.419842,-18.99474,-4.8398247,-18.337267,-8.205303,-8.710853,-5.7867055,-7.41348,-2.4286277,-0.22646396
03-01-06-01-01-02-02,fearful,3.7370625,0.008090232498943806,0.14804103231837606,2211.6709012110446,1612.4263166447322,-554.9267,23.37704,-25.109528,2.4909866,-17.46109,-3.7598553,-18.397785,-9.799361,-7.1433105,-6.4658303,-7.2985883,-3.3904448,0.8843312
03-01-06-01-02-01-02,fearful,3.670375,0.008679677732288837,0.1641898777173913,2482.897426225715,1699.9394251304018,-556.5882,22.68968,-24.389767,3.209092,-15.66788,-6.814566,-20.599209,-8.281238,-4.5752516,-8.108864,-6.540923,-3.8226023,0.13805583
